Start 1h:3m:14s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
2.160,          ,   9.85,  -2.01,   0.49,    -4.25,    -2.38,   -16.31
2.165,          ,  10.48,  -2.04,   0.12,    -4.25,    -2.38,   -16.31
2.185,          ,  10.48,  -2.04,   0.12,    -4.25,    -2.38,   -16.31
2.190,          ,   9.03,  -3.47,   0.00,    -8.44,    15.75,    -9.38
2.195,          ,   9.34,  -3.21,   0.13,    -8.44,    15.75,    -9.38
2.200,          ,   9.71,  -2.09,   0.22,    -6.00,     9.88,    -8.62
2.210,          ,   9.71,  -2.09,   0.22,    -6.00,     9.88,    -8.62
2.215,          ,   8.89,  -2.60,   0.80,    -6.81,    -0.62,    -7.44
2.220,          ,   8.89,  -2.60,   0.80,    -6.81,    -0.62,    -7.44
2.225,          ,   8.77,  -2.94,   0.28,   -10.06,    -2.44,    -1.75
2.230,          ,   8.77,  -2.94,   0.28,   -10.06,    -2.44,    -1.75
2.235,          ,   8.69,  -1.88,   0.45,   -11.56,     7.19,     3.94
2.245,          ,   8.73,  -0.65,   0.78,    -9.88,     4.81,     7.06
2.250,          ,   8.73,  -0.65,   0.78,    -9.88,     4.81,     7.06
2.255,          ,   9.25,  -0.87,   0.66,   -14.31,    -2.94,     5.88
2.260,          ,   9.25,  -0.87,   0.66,   -19.00,   -11.75,     7.06
2.265,          ,   9.28,  -0.32,   0.21,   -19.00,   -11.75,     7.06
2.270,          ,   9.28,  -0.32,   0.21,   -19.00,   -11.75,     7.06
2.275,          ,   9.00,   0.60,   0.25,   -18.62,   -15.12,    10.19
2.280,          ,   9.21,   0.90,   0.39,   -18.06,   -10.56,     7.06
2.290,          ,   9.21,   0.90,   0.39,   -18.06,   -10.56,     7.06
2.295,          ,   9.44,  -0.34,   0.67,   -24.12,    -1.12,     1.31
2.300,          ,   9.44,  -0.34,   0.67,   -24.12,    -1.12,     1.31
2.305,          ,  11.15,   5.87,  -3.66,   -32.06,     8.06,     0.69
2.310,          ,  11.15,   5.87,  -3.66,   -33.06,    -0.31,    -2.50
2.315,          ,  10.27,   9.80,  11.44,   -33.06,    -0.31,    -2.50
2.320,          ,  10.27,   9.80,  11.44,   -33.06,    -0.31,    -2.50
2.325,          ,   1.92,  -3.54,   4.65,   -59.69,   108.12,    82.56
2.330,          ,   1.92,  -3.54,   4.65,   -92.56,   564.75,    80.00
2.340,          ,   7.63,  -6.90,  -3.23,   -92.56,   564.75,    80.00
2.355,          ,  16.12,  -4.87,   7.29,   -30.56,   118.06,    17.69
2.365,          ,  12.35,  -2.95,  -1.89,   -77.69,   -68.12,   -16.62
2.370,          ,  12.35,  -2.95,  -1.89,   -77.69,   -68.12,   -16.62
2.375,          ,   4.35,  -1.63,   1.51,   -63.81,   110.81,   -25.06
2.380,          ,   4.35,  -1.63,   1.51,   -63.81,   110.81,   -25.06
2.385,          ,   5.42,  -1.97,   0.91,   -62.75,    99.06,   -32.75
2.390,          ,   5.42,  -1.97,   0.91,   -67.12,   -30.19,   -35.06
2.395,          ,   8.22,  -2.04,   0.18,   -67.12,   -30.19,   -35.06
2.405,          ,   9.55,  -1.86,  -0.07,   -61.75,   -81.00,   -36.88
2.410,          ,   9.55,  -1.86,  -0.07,   -61.75,   -81.00,   -36.88
2.415,          ,   8.11,  -1.89,   0.90,   -60.31,   -42.12,   -41.31
2.420,          ,   8.11,  -1.89,   0.90,   -60.31,   -42.12,   -41.31
2.425,          ,   7.72,  -2.11,   0.85,   -66.69,   -20.25,   -44.69
2.430,          ,   8.00,  -2.27,   0.14,   -73.81,   -39.69,   -44.12
2.435,          ,   8.00,  -2.27,   0.14,   -73.81,   -39.69,   -44.12
2.445,          ,   8.45,  -2.37,  -0.63,   -76.25,   -59.06,   -41.00
2.450,          ,   8.45,  -2.37,  -0.63,   -76.25,   -59.06,   -41.00
2.455,          ,   8.15,  -2.41,  -0.68,   -73.88,   -59.81,   -38.31
2.460,          ,   8.15,  -2.41,  -0.68,   -72.31,   -56.31,   -38.38
2.465,          ,   7.76,  -2.68,  -0.67,   -72.31,   -56.31,   -38.38
2.470,          ,   7.76,  -2.68,  -0.67,   -71.44,   -70.56,   -41.00
2.475,          ,   7.73,  -2.80,  -0.65,   -71.44,   -70.56,   -41.00
2.480,          ,   7.99,  -2.86,  -0.65,   -71.81,  -100.56,   -45.38
2.490,          ,   7.99,  -2.86,  -0.65,   -71.81,  -100.56,   -45.38
2.495,          ,   7.89,  -2.53,  -0.59,   -73.88,  -120.00,   -49.88
2.500,          ,   7.89,  -2.53,  -0.59,   -73.88,  -120.00,   -49.88
2.505,          ,   7.57,  -2.38,  -0.85,   -77.00,  -126.38,   -52.44
2.510,          ,   7.57,  -2.38,  -0.85,   -80.44,  -131.75,   -52.25
2.530,          ,   7.33,  -2.27,  -1.38,   -80.44,  -131.75,   -52.25
2.535,          ,   6.61,  -2.14,  -1.18,   -76.12,  -141.50,   -49.00
2.540,          ,   6.61,  -2.14,  -1.18,   -76.12,  -141.50,   -49.00
2.545,          ,   6.68,  -2.23,  -1.15,   -71.31,  -143.31,   -49.25
2.550,          ,   6.68,  -2.23,  -1.15,   -66.00,  -149.31,   -50.25
2.555,          ,   6.89,  -2.19,  -1.21,   -66.00,  -149.31,   -50.25
2.560,          ,   6.89,  -2.19,  -1.21,   -61.81,  -153.75,   -51.62
2.565,          ,   6.99,  -2.02,  -1.79,   -61.81,  -153.75,   -51.62
2.570,          ,   6.60,  -1.85,  -1.67,   -58.44,  -154.94,   -52.62
2.575,          ,   6.60,  -1.85,  -1.67,   -58.44,  -154.94,   -52.62
2.585,          ,   6.13,  -1.71,  -1.83,   -57.12,  -160.31,   -53.38
2.590,          ,   6.13,  -1.71,  -1.83,   -57.12,  -160.31,   -53.38
2.595,          ,   5.68,  -1.62,  -2.37,   -60.50,  -172.31,   -53.31
2.600,          ,   5.68,  -1.62,  -2.37,   -60.50,  -172.31,   -53.31
2.605,          ,   4.64,  -1.20,  -3.03,   -65.62,  -187.81,   -51.44
2.610,          ,   4.64,  -1.20,  -3.03,   -70.25,  -204.56,   -48.31
2.615,          ,   4.22,  -1.01,  -2.55,   -70.25,  -204.56,   -48.31
2.620,          ,   3.84,  -0.94,  -2.11,   -74.00,  -223.50,   -45.31
2.625,          ,   3.84,  -0.94,  -2.11,   -74.00,  -223.50,   -45.31
2.630,          ,   3.95,  -1.02,  -2.50,   -76.38,  -239.31,   -43.38
2.640,          ,   3.95,  -1.02,  -2.50,   -76.38,  -239.31,   -43.38
2.645,          ,   5.58,  -1.52,  -2.90,   -74.94,  -252.19,   -42.50
2.650,          ,   5.58,  -1.52,  -2.90,   -74.94,  -252.19,   -42.50
2.655,          ,   7.54,  -2.29,  -4.01,   -70.50,  -250.94,   -43.25
2.660,          ,   7.54,  -2.29,  -4.01,   -65.00,  -243.62,   -36.31
2.665,          ,   7.75,  -2.16,  -3.99,   -65.00,  -243.62,   -36.31
2.670,          ,   7.75,  -2.16,  -3.99,   -65.00,  -243.62,   -36.31
2.690,          ,   6.11,  -1.96,  -4.27,   -56.88,  -203.50,   -23.44
2.695,          ,   4.08,  -0.87,  -7.28,   -68.75,  -216.69,   -13.00
2.700,          ,   4.08,  -0.87,  -7.28,   -70.25,  -272.44,   -12.88
2.705,          ,   4.94,   0.06,  -6.98,   -70.25,  -272.44,   -12.88
2.710,          ,   5.72,   0.62,  -6.43,   -63.38,  -281.06,   -15.88
2.720,          ,   5.72,   0.62,  -6.43,   -63.38,  -281.06,   -15.88
2.725,          ,   6.80,   1.87,  -7.50,   -52.75,  -258.06,   -17.06
2.730,          ,   6.80,   1.87,  -7.50,   -52.75,  -258.06,   -17.06
2.735,          ,   6.61,   2.55,  -7.77,   -38.31,  -230.25,   -17.94
2.740,          ,   6.61,   2.55,  -7.77,   -27.62,  -208.00,   -22.94
2.745,          ,   5.79,   2.97,  -7.39,   -27.62,  -208.00,   -22.94
2.750,          ,   5.09,   3.13,  -6.94,   -25.25,  -207.31,   -29.94
2.760,          ,   5.09,   3.13,  -6.94,   -25.25,  -207.31,   -29.94
2.765,          ,   4.13,   2.97,  -7.65,   -30.06,  -228.88,   -36.00
2.770,          ,   4.13,   2.97,  -7.65,   -30.06,  -228.88,   -36.00
2.775,          ,   4.78,   3.15,  -8.14,   -33.88,  -261.06,   -39.62
2.780,          ,   4.78,   3.15,  -8.14,   -29.25,  -286.31,   -39.06
2.785,          ,   5.31,   3.02,  -9.45,   -29.25,  -286.31,   -39.06
2.790,          ,   5.91,   2.95,  -9.96,   -19.38,  -292.00,   -36.75
2.800,          ,   5.91,   2.95,  -9.96,   -19.38,  -292.00,   -36.75
2.805,          ,   6.94,   3.12,  -9.99,    -3.38,  -300.00,   -34.19
2.810,          ,   6.94,   3.12,  -9.99,     4.88,  -295.25,   -32.62
2.815,          ,   6.33,   3.28, -10.74,     4.88,  -295.25,   -32.62
2.820,          ,   6.33,   3.28, -10.74,     4.88,  -295.25,   -32.62
2.825,          ,   5.32,   3.03, -11.23,     9.56,  -268.38,   -34.62
2.830,          ,   5.32,   3.03, -11.23,    12.25,  -233.88,   -36.62
2.835,          ,   4.18,   2.62, -10.56,    12.25,  -233.88,   -36.62
2.840,          ,   3.57,   2.36,  -8.67,    13.06,  -222.06,   -36.88
2.860,          ,   3.57,   2.36,  -8.67,    13.06,  -222.06,   -36.88
2.870,          ,   3.56,   2.63,  -9.09,     5.81,  -238.88,   -34.56
2.875,          ,   3.07,   2.71,  -9.86,     6.75,  -237.69,   -33.12
2.880,          ,   3.07,   2.71,  -9.86,     6.75,  -237.69,   -33.12
2.885,          ,   2.02,   3.37, -11.41,    15.94,  -243.06,   -31.69
2.890,          ,   2.19,   3.14, -11.79,    31.88,  -249.06,   -33.44
2.895,          ,   2.19,   3.14, -11.79,    31.88,  -249.06,   -33.44
2.900,          ,   2.29,   2.82, -11.88,    49.25,  -250.75,   -38.69
2.910,          ,   2.29,   2.82, -11.88,    49.25,  -250.75,   -38.69
2.915,          ,   1.52,   2.36, -11.47,    61.06,  -223.00,   -43.75
2.920,          ,   1.52,   2.36, -11.47,    61.06,  -223.00,   -43.75
2.925,          ,  -0.10,   1.70, -11.25,    65.06,  -191.62,   -47.12
2.930,          ,  -0.10,   1.70, -11.25,    65.25,  -189.19,   -47.75
2.935,          ,  -0.15,   1.89, -11.72,    65.25,  -189.19,   -47.75
2.940,          ,  -0.37,   1.61, -11.49,    61.81,  -194.88,   -45.38
2.945,          ,  -0.37,   1.61, -11.49,    61.81,  -194.88,   -45.38
2.955,          ,   0.14,   0.48,  -9.24,    59.25,  -207.50,   -41.25
2.960,          ,   0.14,   0.48,  -9.24,    55.00,  -224.50,   -35.56
2.965,          ,   0.05,   0.24,  -9.49,    55.00,  -224.50,   -35.56
2.970,          ,   0.05,   0.24,  -9.49,    45.81,  -230.62,   -29.69
2.975,          ,  -0.97,   1.11, -10.66,    45.81,  -230.62,   -29.69
2.980,          ,  -2.23,   1.55, -12.28,    44.00,  -217.69,   -25.94
2.985,          ,  -2.23,   1.55, -12.28,    44.00,  -217.69,   -25.94
2.990,          ,  -3.87,   2.28, -11.66,    44.50,  -207.56,   -23.38
2.995,          ,  -3.87,   2.28, -11.66,    44.50,  -207.56,   -23.38
3.005,          ,  -3.95,   1.99, -11.09,    46.94,  -211.25,   -22.12
3.010,          ,  -3.95,   1.99, -11.09,    46.19,  -207.69,   -20.31
3.015,          ,  -4.03,   1.46, -10.68,    46.19,  -207.69,   -20.31
3.035,          ,  -4.03,   1.46, -10.68,    42.94,  -189.56,   -19.38
3.040,          ,  -3.95,   1.68, -10.64,    32.81,  -155.25,   -21.81
3.045,          ,  -3.70,   1.88, -10.15,    32.81,  -155.25,   -21.81
3.050,          ,  -3.70,   1.88, -10.15,    23.62,  -151.50,   -21.12
3.055,          ,  -3.41,   1.85,  -9.67,    23.62,  -151.50,   -21.12
3.060,          ,  -4.13,   1.79, -10.27,    15.56,  -151.62,   -20.81
3.065,          ,  -4.13,   1.79, -10.27,    15.56,  -151.62,   -20.81
3.070,          ,  -5.82,   1.29, -11.26,    14.12,  -138.19,   -24.44
3.075,          ,  -5.82,   1.29, -11.26,    14.12,  -138.19,   -24.44
3.080,          ,  -6.14,   1.05, -10.62,    14.19,  -134.44,   -29.00
3.085,          ,  -6.14,   1.05, -10.62,    14.19,  -134.44,   -29.00
3.095,          ,  -6.03,   0.77,  -9.59,    11.19,  -136.94,   -31.88
3.100,          ,  -6.03,   0.77,  -9.59,     7.81,  -136.81,   -34.12
3.105,          ,  -5.59,   0.68,  -8.84,     7.81,  -136.81,   -34.12
3.110,          ,  -5.59,   0.68,  -8.84,     3.12,  -118.00,   -36.69
3.115,          ,  -6.18,   0.73,  -9.60,     3.12,  -118.00,   -36.69
3.120,          ,  -6.18,   0.73,  -9.60,    -2.69,   -94.25,   -37.94
3.125,          ,  -6.53,   0.56,  -9.85,    -2.69,   -94.25,   -37.94
3.130,          ,  -6.53,   0.56,  -9.85,    -8.44,   -89.31,   -35.75
3.135,          ,  -6.09,   0.39,  -9.30,    -8.44,   -89.31,   -35.75
3.140,          ,  -5.19,   0.11,  -8.49,   -14.06,   -96.75,   -29.25
3.150,          ,  -5.19,   0.11,  -8.49,   -14.06,   -96.75,   -29.25
3.155,          ,  -6.62,  -0.10,  -9.26,   -20.75,   -92.88,   -20.81
3.160,          ,  -6.62,  -0.10,  -9.26,   -26.31,   -81.88,   -15.56
3.165,          ,  -7.00,   0.04,  -9.89,   -26.31,   -81.88,   -15.56
3.170,          ,  -7.00,   0.04,  -9.89,   -26.75,   -82.94,   -13.00
3.175,          ,  -7.24,   0.20,  -9.76,   -26.75,   -82.94,   -13.00
3.195,          ,  -6.85,   0.07,  -8.36,   -28.81,   -86.62,   -14.00
3.200,          ,  -6.95,   0.36,  -8.65,   -35.19,   -76.06,   -15.25
3.205,          ,  -6.95,   0.36,  -8.65,   -35.19,   -76.06,   -15.25
3.210,          ,  -7.50,   0.50,  -9.06,   -38.19,   -52.31,   -14.62
3.220,          ,  -7.50,   0.50,  -9.06,   -38.19,   -52.31,   -14.62
3.225,          ,  -6.60,   0.51,  -7.97,   -32.56,   -60.44,   -16.31
3.230,          ,  -6.60,   0.51,  -7.97,   -32.56,   -60.44,   -16.31
3.235,          ,  -5.78,  -0.11,  -6.33,   -29.12,   -69.44,   -17.00
3.240,          ,  -5.78,  -0.11,  -6.33,   -29.50,   -43.62,   -14.19
3.245,          ,  -6.44,  -0.40,  -7.32,   -29.50,   -43.62,   -14.19
3.250,          ,  -6.88,  -0.59,  -7.92,   -29.75,   -19.94,   -11.06
3.255,          ,  -6.88,  -0.59,  -7.92,   -29.75,   -19.94,   -11.06
3.260,          ,  -6.93,  -0.63,  -7.48,   -30.19,   -24.00,    -8.31
3.265,          ,  -6.93,  -0.63,  -7.48,   -30.19,   -24.00,    -8.31
3.275,          ,  -6.39,  -0.43,  -6.45,   -30.56,   -35.12,    -5.44
3.280,          ,  -6.39,  -0.43,  -6.45,   -30.56,   -35.12,    -5.44
3.285,          ,  -6.56,  -0.27,  -6.80,   -30.31,   -31.06,    -3.12
3.290,          ,  -6.68,  -0.12,  -6.91,   -29.94,   -22.38,    -1.38
3.295,          ,  -6.68,  -0.12,  -6.91,   -29.94,   -22.38,    -1.38
3.300,          ,  -6.43,   0.08,  -6.36,   -29.38,   -24.81,     0.31
3.310,          ,  -6.43,   0.08,  -6.36,   -29.38,   -24.81,     0.31
3.315,          ,  -6.67,   0.02,  -6.53,   -28.44,   -25.94,     1.12
3.320,          ,  -6.67,   0.02,  -6.53,   -27.69,   -19.19,     1.56
3.325,          ,  -6.96,  -0.02,  -6.67,   -27.69,   -19.19,     1.56
3.330,          ,  -7.13,   0.05,  -6.62,   -28.19,   -17.00,     2.25
3.335,          ,  -7.13,   0.05,  -6.62,   -28.19,   -17.00,     2.25
3.340,          ,  -7.21,   0.18,  -6.50,   -28.25,   -20.75,     2.56
3.350,          ,  -7.21,   0.18,  -6.50,   -28.25,   -20.75,     2.56
3.370,          ,  -7.49,   0.16,  -6.57,   -28.25,   -19.06,     2.44
3.375,          ,  -7.17,   0.24,  -6.53,   -22.06,   -17.25,     1.69
3.380,          ,  -7.42,   0.20,  -6.43,   -17.81,   -14.38,     0.44
3.385,          ,  -7.42,   0.20,  -6.43,   -17.81,   -14.38,     0.44
3.390,          ,  -7.20,   0.12,  -5.91,   -15.06,    -7.12,    -1.19
3.395,          ,  -7.20,   0.12,  -5.91,   -15.06,    -7.12,    -1.19
3.400,          ,  -6.93,   0.09,  -6.02,   -14.31,   -17.75,    -2.12
3.410,          ,  -6.93,   0.09,  -6.02,   -11.94,   -13.81,    -2.62
3.415,          ,  -7.49,   0.05,  -6.62,   -11.94,   -13.81,    -2.62
3.420,          ,  -7.22,   0.06,  -6.28,    -7.00,    -9.56,    -4.06
3.425,          ,  -7.22,   0.06,  -6.28,    -7.00,    -9.56,    -4.06
3.430,          ,  -6.73,   0.02,  -5.94,    -1.12,   -21.62,    -6.25
3.435,          ,  -6.73,   0.02,  -5.94,    -1.12,   -21.62,    -6.25
3.440,          ,  -6.94,   0.00,  -5.85,     2.38,   -21.56,    -7.94
3.445,          ,  -6.94,   0.00,  -5.85,     3.06,   -13.38,    -9.19
3.455,          ,  -6.97,  -0.09,  -5.93,     3.06,   -13.38,    -9.19
3.460,          ,  -6.97,  -0.09,  -5.93,     2.31,   -12.69,    -9.69
3.465,          ,  -7.38,   0.00,  -6.32,     2.31,   -12.69,    -9.69
3.470,          ,  -7.38,   0.00,  -6.32,     1.88,   -13.81,    -9.69
3.475,          ,  -7.37,  -0.02,  -6.20,     1.88,   -13.81,    -9.69
3.480,          ,  -7.37,  -0.02,  -6.20,     2.50,   -15.94,    -9.19
3.485,          ,  -7.49,  -0.06,  -6.13,     2.50,   -15.94,    -9.19
3.490,          ,  -7.49,  -0.14,  -6.18,     3.31,   -12.44,    -8.44
3.495,          ,  -7.49,  -0.14,  -6.18,     3.31,   -12.44,    -8.44
3.500,          ,  -7.70,  -0.18,  -6.48,     4.50,   -10.56,    -7.50
3.510,          ,  -7.70,  -0.18,  -6.48,     5.94,    -9.69,    -5.81
3.515,          ,  -7.67,  -0.25,  -6.22,     5.94,    -9.69,    -5.81
3.520,          ,  -7.67,  -0.25,  -6.22,     7.69,   -14.06,    -4.81
3.535,          ,  -7.26,  -0.29,  -5.96,     7.69,   -14.06,    -4.81
3.545,          ,  -7.47,  -0.14,  -6.27,     7.50,   -10.44,    -3.19
3.550,          ,  -7.47,  -0.14,  -6.27,     6.44,    -9.25,    -2.31
3.555,          ,  -7.39,  -0.06,  -6.25,     6.44,    -9.25,    -2.31
3.560,          ,  -7.26,   0.01,  -6.04,     5.38,   -12.19,    -1.56
3.565,          ,  -7.26,   0.01,  -6.04,     5.38,   -12.19,    -1.56
3.570,          ,  -7.24,   0.07,  -5.86,     3.62,   -13.19,    -0.75
3.575,          ,  -7.24,   0.07,  -5.86,     3.62,   -13.19,    -0.75
3.585,          ,  -7.53,   0.16,  -6.09,     2.31,   -11.38,     0.31
3.590,          ,  -7.53,   0.16,  -6.09,     2.00,    -8.50,     1.00
3.595,          ,  -7.68,   0.26,  -6.08,     2.00,    -8.50,     1.00
3.600,          ,  -7.26,   0.27,  -5.89,     1.88,   -16.19,     1.12
3.605,          ,  -7.26,   0.27,  -5.89,     1.88,   -16.19,     1.12
3.610,          ,  -7.09,   0.29,  -5.96,     3.12,   -19.31,     1.06
3.620,          ,  -7.09,   0.29,  -5.96,     3.12,   -19.31,     1.06
3.625,          ,  -7.61,   0.18,  -5.89,     0.19,    -4.44,     0.75
3.630,          ,  -7.61,   0.18,  -5.89,    -2.50,   -16.00,     0.88
3.635,          ,  -7.39,   0.29,  -6.10,    -2.50,   -16.00,     0.88
3.640,          ,  -7.39,   0.29,  -6.10,    -4.00,   -12.94,     0.44
3.645,          ,  -7.64,   0.34,  -6.06,    -4.00,   -12.94,     0.44
3.650,          ,  -7.74,   0.38,  -6.32,    -6.25,   -12.50,     0.88
3.655,          ,  -7.74,   0.38,  -6.32,    -6.25,   -12.50,     0.88
3.660,          ,  -7.75,   0.54,  -5.97,    -3.62,    -5.12,     0.25
3.665,          ,  -7.75,   0.54,  -5.97,    -3.62,    -5.12,     0.25
3.670,          ,  -7.19,   0.48,  -5.58,    -0.88,   -10.31,    -1.06
3.680,          ,  -7.19,   0.48,  -5.58,    -0.88,   -10.31,    -1.06
3.685,          ,  -7.07,   0.40,  -5.59,    -2.38,    -9.00,    -1.38
3.700,          ,  -7.07,   0.40,  -5.59,    -5.25,    -3.00,    -0.56
3.705,          ,  -7.49,   0.42,  -5.41,    -8.75,    -0.94,    -1.50
3.715,          ,  -7.38,   0.35,  -5.23,    -8.75,    -0.94,    -1.50
3.720,          ,  -7.38,   0.35,  -5.23,    -8.75,    -0.94,    -1.50
3.725,          ,  -7.08,   0.27,  -5.19,    -8.62,    -1.06,    -2.50
3.730,          ,  -7.08,   0.27,  -5.19,    -8.62,    -1.06,    -2.50
3.735,          ,  -7.25,   0.30,  -5.27,    -8.31,     4.38,    -3.31
3.740,          ,  -7.25,   0.30,  -5.27,    -9.00,     8.19,    -4.06
3.745,          ,  -7.28,   0.33,  -5.36,    -9.00,     8.19,    -4.06
3.750,          ,  -7.26,   0.32,  -5.38,    -8.94,     9.88,    -4.44
3.755,          ,  -7.26,   0.32,  -5.38,    -8.94,     9.88,    -4.44
3.760,          ,  -7.21,   0.35,  -5.41,    -7.88,    13.44,    -4.75
3.765,          ,  -7.21,   0.35,  -5.41,    -7.88,    13.44,    -4.75
3.775,          ,  -7.34,   0.35,  -5.41,    -7.75,    17.06,    -4.81
3.780,          ,  -7.34,   0.35,  -5.41,    -7.94,    18.94,    -4.81
3.785,          ,  -7.34,   0.33,  -5.31,    -7.94,    18.94,    -4.81
3.790,          ,  -7.34,   0.33,  -5.31,    -8.00,    20.06,    -5.12
3.795,          ,  -7.23,   0.29,  -5.43,    -8.00,    20.06,    -5.12
3.800,          ,  -7.30,   0.27,  -5.73,    -7.81,    21.69,    -6.12
3.805,          ,  -7.30,   0.27,  -5.73,    -7.81,    21.69,    -6.12
3.810,          ,  -7.38,   0.26,  -6.12,    -6.75,    23.19,    -7.31
3.815,          ,  -7.38,   0.26,  -6.12,    -6.75,    23.19,    -7.31
3.820,          ,  -7.51,   0.29,  -6.22,    -5.50,    20.88,    -8.19
3.825,          ,  -7.51,   0.29,  -6.22,    -5.50,    20.88,    -8.19
3.830,          ,  -7.55,   0.32,  -5.73,    -4.12,    20.88,    -8.56
3.835,          ,  -7.55,   0.32,  -5.73,    -3.88,    12.19,    -8.62
