Start 1h:3m:14s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
166.455,          , -17.49,  -8.67, -24.31,   547.81,   208.12,  -169.44
166.460,          , -14.16, -11.48, -23.50,   587.06,    98.75,   -92.94
166.465,          , -14.16, -11.48, -23.50,   587.06,    98.75,   -92.94
166.475,          , -11.33, -13.44, -18.05,   617.25,   -30.12,   -78.00
166.480,          , -11.33, -13.44, -18.05,   617.25,   -30.12,   -78.00
166.495,          ,  -5.96, -10.90, -27.57,   643.00,   -17.75,  -108.81
166.500,          , -20.54,  -5.46, -27.00,   670.25,   -36.94,  -100.94
166.505,          , -20.54,  -5.46, -27.00,   670.25,   -36.94,  -100.94
166.510,          , -19.65,   0.36, -34.33,   686.94,   -80.00,   -93.12
166.515,          , -19.65,   0.36, -34.33,   686.94,   -80.00,   -93.12
166.525,          , -11.37,   1.13, -22.26,   711.75,  -220.44,   -83.38
166.530,          , -11.37,   1.13, -22.26,   711.75,  -220.44,   -83.38
166.535,          ,  -1.04,  -3.19, -14.68,   743.31,  -239.12,   -66.12
166.540,          ,  -1.04,  -3.19, -14.68,   743.31,  -239.12,   -66.12
166.545,          ,  -7.99,  -7.17, -26.12,   807.44,   -67.31,   -24.88
166.550,          ,  -7.99,  -7.17, -26.12,   870.69,  -170.44,    19.81
166.555,          , -15.26,  -4.86, -37.40,   870.69,  -170.44,    19.81
166.560,          , -15.53,   2.16, -37.48,   943.69,  -165.62,    31.94
166.565,          , -15.53,   2.16, -37.48,   943.69,  -165.62,    31.94
166.570,          ,  -9.60,   6.24, -38.47,  1004.62,   -70.38,    50.56
166.575,          ,  -9.60,   6.24, -38.47,  1004.62,   -70.38,    50.56
166.580,          ,   2.81,   7.71, -32.25,  1020.81,   -86.19,   114.25
166.590,          ,   2.81,   7.71, -32.25,  1020.81,   -86.19,   114.25
166.595,          ,   3.64,   6.59, -27.67,  1020.38,  -128.88,   191.50
166.600,          ,   3.64,   6.59, -27.67,  1018.69,  -196.31,   248.44
166.605,          ,   0.70,   6.85, -26.53,  1018.69,  -196.31,   248.44
166.610,          ,  -1.46,   3.66, -25.78,  1018.00,  -238.06,   284.62
166.615,          ,  -1.46,   3.66, -25.78,  1018.00,  -238.06,   284.62
166.620,          ,  -1.00,  -2.26, -24.48,  1028.00,  -196.44,   300.56
166.625,          ,  -1.00,  -2.26, -24.48,  1028.00,  -196.44,   300.56
166.630,          ,   6.53,  -7.51, -25.90,  1044.81,  -126.44,   321.69
166.635,          ,   6.53,  -7.51, -25.90,  1044.81,  -126.44,   321.69
166.655,          ,   8.09,  -7.62, -29.38,  1036.00,  -108.75,   362.69
166.660,          ,  13.43,  -9.84, -31.43,  1021.44,  -165.88,   440.06
166.665,          ,  13.43,  -9.84, -31.43,  1029.62,  -100.06,   472.50
166.675,          ,  13.06,  -6.94, -38.62,  1029.62,  -100.06,   472.50
166.680,          ,  13.06,  -6.94, -38.62,  1060.56,   -39.12,   504.44
166.685,          ,  14.83,  -6.83, -35.92,  1060.56,   -39.12,   504.44
166.690,          ,  14.83,  -6.83, -35.92,  1084.50,    22.44,   533.50
166.695,          ,  16.41,  -7.88, -38.99,  1084.50,    22.44,   533.50
166.700,          ,  16.41,  -7.88, -38.99,  1119.81,   104.50,   559.81
166.705,          ,  19.23,  -6.31, -38.99,  1119.81,   104.50,   559.81
166.710,          ,  22.29,  -7.27, -38.25,  1151.12,   186.81,   591.81
166.715,          ,  22.29,  -7.27, -38.25,  1151.12,   186.81,   591.81
166.720,          ,  25.66,  -8.21, -38.99,  1154.62,   194.44,   617.19
166.725,          ,  25.66,  -8.21, -38.99,  1154.62,   194.44,   617.19
166.730,          ,  28.32,  -5.80, -38.99,  1176.88,   229.06,   633.44
166.735,          ,  28.32,  -5.80, -38.99,  1176.88,   229.06,   633.44
166.745,          ,  27.26,  -2.93, -38.99,  1188.12,   276.75,   644.81
166.750,          ,  27.26,  -2.93, -38.99,  1190.62,   234.88,   638.88
166.755,          ,  22.65,   0.41, -38.99,  1190.62,   234.88,   638.88
166.760,          ,  16.40,   1.64, -38.99,  1215.12,   218.44,   608.81
166.765,          ,  16.40,   1.64, -38.99,  1215.12,   218.44,   608.81
166.770,          ,  12.40,  -0.09, -38.99,  1260.56,   159.38,   557.00
166.775,          ,  12.40,  -0.09, -38.99,  1260.56,   159.38,   557.00
166.780,          ,   9.66,  -2.09, -38.99,  1310.00,   127.69,   473.62
166.785,          ,   9.66,  -2.09, -38.99,  1310.00,   127.69,   473.62
166.790,          ,   2.58,  -1.59, -38.99,  1341.06,   126.75,   377.81
166.795,          ,   2.58,  -1.59, -38.99,  1365.19,   102.06,   278.00
166.800,          ,  -0.01,  -0.22, -38.99,  1365.19,   102.06,   278.00
166.820,          ,  -0.01,  -0.22, -38.99,  1368.38,    72.50,   182.31
166.825,          , -14.31,   3.07, -38.99,  1385.31,    15.69,    85.50
166.830,          , -18.91,   9.47, -38.99,  1398.00,   -51.25,   -19.50
166.840,          , -18.91,   9.47, -38.99,  1398.00,   -51.25,   -19.50
166.845,          , -24.19,   8.53, -38.99,  1393.81,   -79.56,  -106.81
166.850,          , -27.90,   8.04, -38.99,  1381.25,  -127.06,  -168.31
166.855,          , -27.90,   8.04, -38.99,  1381.25,  -127.06,  -168.31
166.860,          , -29.72,   6.66, -38.99,  1375.75,  -210.50,  -209.00
166.865,          , -29.72,   6.66, -38.99,  1375.75,  -210.50,  -209.00
166.870,          , -29.78,   3.73, -38.99,  1356.31,  -232.75,  -224.69
166.875,          , -29.78,   3.73, -38.99,  1356.31,  -232.75,  -224.69
166.880,          , -29.24,   4.23, -38.99,  1354.00,  -266.50,  -211.00
166.885,          , -29.24,   4.23, -38.99,  1354.00,  -266.50,  -211.00
166.890,          , -24.22,   1.80, -38.99,  1359.38,  -356.62,  -183.12
166.900,          , -24.22,   1.80, -38.99,  1339.94,  -343.69,  -128.12
166.905,          , -18.28,  -1.67, -38.99,  1339.94,  -343.69,  -128.12
166.910,          ,  -9.65,  -7.86, -38.99,  1331.75,  -339.12,   -41.69
166.915,          ,  -9.65,  -7.86, -38.99,  1331.75,  -339.12,   -41.69
166.920,          ,  -0.72, -12.41, -38.99,  1314.75,  -311.69,    62.12
166.925,          ,  -0.72, -12.41, -38.99,  1314.75,  -311.69,    62.12
166.930,          ,   1.81, -14.36, -38.99,  1321.38,  -252.81,   193.19
166.935,          ,   1.81, -14.36, -38.99,  1321.38,  -252.81,   193.19
166.945,          ,  18.11, -11.23, -38.99,  1337.56,  -376.88,   306.12
166.950,          ,  18.11, -11.23, -38.99,  1310.94,  -303.81,   394.94
166.955,          ,  19.87, -11.81, -38.99,  1310.94,  -303.81,   394.94
166.960,          ,  21.65,  -9.85, -38.99,  1281.94,  -264.44,   492.81
166.965,          ,  21.65,  -9.85, -38.99,  1281.94,  -264.44,   492.81
166.970,          ,  25.65,  -9.42, -38.99,  1263.06,  -265.00,   563.81
166.990,          ,  25.65,  -9.42, -38.99,  1263.06,  -265.00,   563.81
166.995,          ,  29.60,   1.37, -38.99,  1234.31,  -293.12,   651.38
167.000,          ,  38.41,  -4.34, -38.99,  1282.81,  -346.44,   645.94
167.005,          ,  38.41,  -4.34, -38.99,  1282.81,  -346.44,   645.94
167.010,          ,  35.60,  -6.25, -38.99,  1282.31,  -208.81,   639.69
167.015,          ,  35.60,  -6.25, -38.99,  1252.19,   -59.88,   629.00
167.025,          ,  37.76,  -0.11, -38.99,  1252.19,   -59.88,   629.00
167.030,          ,  37.76,  -0.11, -38.99,  1221.69,   210.00,   634.81
167.035,          ,  37.29,   1.37, -38.99,  1221.69,   210.00,   634.81
167.040,          ,  37.29,   1.37, -38.99,  1191.06,   383.56,   677.56
167.045,          ,  34.13,   2.78, -38.99,  1191.06,   383.56,   677.56
167.050,          ,  17.57,   2.66, -38.99,  1193.31,   272.25,   707.88
167.055,          ,  17.57,   2.66, -38.99,  1193.31,   272.25,   707.88
167.060,          ,  31.42,  10.15, -38.99,  1232.50,    -4.69,   650.88
167.065,          ,  31.42,  10.15, -38.99,  1232.50,    -4.69,   650.88
167.070,          ,  22.37,  10.90, -38.99,  1269.81,   150.06,   579.19
167.075,          ,  22.37,  10.90, -38.99,  1269.81,   150.06,   579.19
167.080,          ,  16.57,  10.43, -38.99,  1295.62,   150.31,   514.44
167.090,          ,  16.57,  10.43, -38.99,  1295.62,   150.31,   514.44
167.095,          ,  11.95,  10.41, -38.99,  1332.12,   153.94,   431.19
167.100,          ,   7.39,  14.50, -38.99,  1332.94,   217.12,   352.12
167.105,          ,   7.39,  14.50, -38.99,  1332.94,   217.12,   352.12
167.110,          ,  -7.63,  10.83, -38.99,  1345.56,   190.19,   290.31
167.115,          ,  -7.63,  10.83, -38.99,  1365.38,   190.06,   193.00
167.120,          ,  -5.75,   8.15, -38.99,  1365.38,   190.06,   193.00
167.125,          ,  -5.75,   8.15, -38.99,  1365.38,   190.06,   193.00
167.130,          , -14.23,   7.18, -38.99,  1378.50,   119.19,   133.62
167.135,          , -14.23,   7.18, -38.99,  1378.50,   119.19,   133.62
167.160,          , -20.42,   6.92, -38.71,  1408.19,   -20.81,    59.69
167.165,          , -23.78,  12.99, -38.99,  1407.00,  -172.50,   -95.69
167.170,          , -24.96,   9.69, -38.98,  1381.31,  -193.25,  -148.94
167.175,          , -24.96,   9.69, -38.98,  1381.31,  -193.25,  -148.94
167.180,          , -24.85,   1.72, -38.99,  1337.06,  -187.19,  -177.06
167.185,          , -24.85,   1.72, -38.99,  1337.06,  -187.19,  -177.06
167.190,          , -26.34,   1.17, -38.99,  1295.19,  -204.12,  -167.25
167.195,          , -26.34,   1.17, -38.99,  1269.44,  -254.62,  -143.25
167.200,     short, -28.74,  -1.12, -38.99,  1269.44,  -254.62,  -143.25
167.205,          , -28.74,  -1.12, -38.99,  1251.75,  -356.81,  -123.31
167.215,          , -30.38,  -3.41, -38.99,  1251.75,  -356.81,  -123.31
167.220,          , -14.13,  -1.49, -38.16,  1227.31,  -456.44,  -131.31
167.225,          , -14.13,  -1.49, -38.16,  1227.31,  -456.44,  -131.31
167.230,          ,   5.19,   0.40, -38.36,  1205.31,  -427.94,  -128.44
167.235,          ,   5.19,   0.40, -38.36,  1205.31,  -427.94,  -128.44
167.245,          ,   0.53,   3.15, -38.88,  1137.06,  -197.06,   -69.44
167.250,          , -10.17,   5.26, -37.23,  1123.69,    32.62,    12.50
167.255,          , -10.17,   5.26, -37.23,  1123.69,    32.62,    12.50
167.260,          , -13.84,  -7.68, -38.99,  1086.69,    19.12,   130.38
167.265,          , -13.84,  -7.68, -38.99,  1086.69,    19.12,   130.38
167.270,          ,  -4.91,  -6.57, -38.99,  1059.56,  -411.69,   229.44
167.275,          ,  -4.91,  -6.57, -38.99,  1059.56,  -411.69,   229.44
167.285,          ,  11.27,  -4.73, -30.41,  1038.19,  -568.75,   244.50
167.290,          ,  17.05,  -6.63, -32.30,  1012.56,  -252.50,   252.81
167.295,          ,  17.05,  -6.63, -32.30,  1012.56,  -252.50,   252.81
167.300,          ,   7.72,  -2.19, -27.30,   938.75,   -50.69,   298.62
167.305,          ,   7.72,  -2.19, -27.30,   938.75,   -50.69,   298.62
167.325,          ,   7.23,   2.36, -35.48,   849.25,  -115.25,   365.19
167.330,          ,  11.82,   8.93, -32.11,   745.94,  -103.81,   420.44
167.335,          ,  11.82,   8.93, -32.11,   745.94,  -103.81,   420.44
167.340,          ,  27.57,   1.41, -35.69,   735.12,   -90.50,   422.25
167.345,          ,  27.57,   1.41, -35.69,   771.81,     0.88,   426.00
167.355,          ,  30.36,  -5.30, -30.34,   771.81,     0.88,   426.00
167.360,          ,  28.78,  -8.84, -23.27,   739.19,    98.94,   398.19
167.365,          ,  28.78,  -8.84, -23.27,   739.19,    98.94,   398.19
167.370,          ,  39.15,  -6.76, -16.94,   707.19,   -43.44,   384.88
167.375,          ,  39.15,  -6.76, -16.94,   707.19,   -43.44,   384.88
167.380,          ,  39.10,  -2.00, -12.84,   672.69,   -84.00,   378.44
167.390,          ,  39.10,  -2.00, -12.84,   672.69,   -84.00,   378.44
167.395,          ,  39.15,   5.59,  -6.55,   574.38,     1.62,   367.31
167.400,          ,  39.15,  11.32,  -2.96,   459.31,    97.88,   345.31
167.405,          ,  39.15,  11.32,  -2.96,   459.31,    97.88,   345.31
167.410,          ,  39.15,  20.12,   5.23,   363.44,    21.19,   316.19
167.415,          ,  39.15,  20.12,   5.23,   279.19,    14.94,   272.06
167.425,          ,  39.15,  15.63,   1.20,   279.19,    14.94,   272.06
167.430,          ,  39.15,  15.63,   1.20,   246.06,    54.06,   219.56
167.435,          ,  39.15,   2.81,  -1.37,   246.06,    54.06,   219.56
167.440,          ,  39.15,  -7.78,   0.99,   247.56,    38.56,   169.31
167.445,          ,  39.15,  -7.78,   0.99,   223.06,    45.06,   126.75
167.455,          ,  39.15, -16.42,   3.43,   223.06,    45.06,   126.75
167.460,          ,  37.72, -17.66,   3.32,   193.38,    72.06,    96.62
167.465,          ,  37.72, -17.66,   3.32,   193.38,    72.06,    96.62
167.470,          ,  34.39, -17.95,   1.20,   186.06,    20.88,    84.81
167.475,          ,  34.39, -17.95,   1.20,   186.06,    20.88,    84.81
167.480,          ,  35.37, -14.30,  -1.82,   177.62,   -25.38,    79.88
167.500,          ,  35.37, -14.30,  -1.82,   159.06,   -35.06,    64.19
167.505,          ,  24.47,   0.36, -10.81,   169.00,  -120.50,   -19.12
167.510,          ,  21.82,   2.78, -10.59,   169.00,  -120.50,   -19.12
167.515,          ,  21.82,   2.78, -10.59,   168.94,  -127.19,   -66.12
167.525,          ,  19.68,   1.79,  -9.53,   168.94,  -127.19,   -66.12
167.530,          ,  11.01,  -1.19, -16.97,   138.38,  -156.25,   -94.31
167.535,          ,  11.01,  -1.19, -16.97,   138.38,  -156.25,   -94.31
167.540,          ,  10.21,  -3.47, -10.63,   113.62,  -272.25,  -100.06
167.545,          ,  10.21,  -3.47, -10.63,   124.19,  -337.69,  -106.06
167.555,          ,  12.71,  -0.93,  -8.28,   124.19,  -337.69,  -106.06
167.560,          ,  16.25,   0.93,  -5.22,   151.88,  -330.25,  -112.31
167.565,          ,  16.25,   0.93,  -5.22,   151.88,  -330.25,  -112.31
167.570,          ,  16.42,   3.08,  -1.49,   182.31,  -259.00,  -115.50
167.575,          ,  16.42,   3.08,  -1.49,   182.31,  -259.00,  -115.50
167.580,          ,  17.26,   3.90,   3.66,   195.06,  -205.31,  -123.75
167.590,          ,  17.26,   3.90,   3.66,   165.44,  -159.56,  -137.19
167.595,          ,  24.51,   7.38,   4.61,   165.44,  -159.56,  -137.19
167.600,          ,  27.84,  12.00,   4.97,   120.19,    20.81,  -133.19
167.605,          ,  27.84,  12.00,   4.97,   120.19,    20.81,  -133.19
167.610,          ,  15.04,  10.79,  -0.13,    96.56,    83.69,  -116.62
167.615,          ,  15.04,  10.79,  -0.13,    96.56,    83.69,  -116.62
167.620,          ,  12.15,   5.41,  -1.24,    89.19,    17.81,  -107.56
167.625,          ,  12.15,   5.41,  -1.24,    89.19,    17.81,  -107.56
167.635,          ,   8.98,   1.54,  -0.21,    94.81,    -8.94,  -106.38
167.640,          ,   9.81,  -1.62,  -1.74,    73.69,   -33.06,   -96.81
167.645,          ,   9.81,  -1.62,  -1.74,    73.69,   -33.06,   -96.81
167.650,          ,   5.49,  -8.20,  -5.61,    46.31,   -49.62,   -64.25
167.655,          ,   5.49,  -8.20,  -5.61,    38.12,  -123.88,   -30.25
167.675,          ,   7.55,  -9.44,  -0.33,    38.12,  -123.88,   -30.25
167.680,          ,   7.41,  -4.42,  -3.20,     2.44,  -132.62,    38.69
167.685,          ,   7.41,  -4.42,  -3.20,     2.44,  -132.62,    38.69
167.690,          ,   5.90,  -0.04,  -2.89,     6.62,  -118.31,    56.25
167.700,          ,   3.60,   2.92,  -5.43,    -7.69,  -109.56,    73.94
167.705,          ,   3.60,   2.92,  -5.43,    -7.69,  -109.56,    73.94
167.710,          ,   5.57,   3.71,  -6.01,    -9.75,  -185.12,    92.62
167.715,          ,   5.57,   3.71,  -6.01,    -9.75,  -185.12,    92.62
167.720,          ,   8.92,   2.76,  -5.91,     6.25,  -172.81,   100.19
167.725,          ,   8.92,   2.76,  -5.91,     6.25,  -172.81,   100.19
167.730,          ,   8.37,   0.72,  -8.39,     0.38,  -129.06,   110.31
167.740,          ,   7.24,  -0.94,  -9.95,    21.00,  -111.19,   123.94
167.745,          ,   7.24,  -0.94,  -9.95,    21.00,  -111.19,   123.94
167.750,          ,   2.64,  -2.46, -11.30,    76.44,   -55.38,   122.00
167.755,          ,   2.64,  -2.46, -11.30,    76.44,   -55.38,   122.00
167.760,          ,   0.63,  -1.01, -12.18,   131.75,  -129.25,   118.25
167.765,          ,   0.63,  -1.01, -12.18,   154.56,  -217.44,   114.00
167.770,          ,   3.98,  -0.63,  -3.94,   154.56,  -217.44,   114.00
167.780,          ,   3.84,  -0.31,   0.91,   141.81,  -160.56,   110.00
167.785,          ,   3.84,  -0.31,   0.91,   141.81,  -160.56,   110.00
167.790,          ,   2.44,   1.50,  -1.88,   106.31,  -127.44,   108.19
167.795,          ,   2.44,   1.50,  -1.88,    70.81,  -152.88,   111.38
167.805,          ,   2.92,   5.93,   1.17,    70.81,  -152.88,   111.38
167.810,          ,   2.86,   6.98,   0.12,    47.00,  -165.75,   113.12
167.815,          ,   2.86,   6.98,   0.12,    47.00,  -165.75,   113.12
167.820,          ,   1.06,   6.22,  -0.91,    32.06,  -143.50,   107.69
167.825,          ,   1.06,   6.22,  -0.91,    32.06,  -143.50,   107.69
167.845,          ,  -1.01,   4.83,  -1.05,    18.62,  -140.75,    94.19
167.850,          ,  -2.55,   1.03,  -6.17,    -1.06,  -193.19,    81.62
167.855,          ,  -2.55,   1.03,  -6.17,    -1.06,  -193.19,    81.62
167.860,          ,  -2.66,  -1.15,  -7.45,   -17.06,  -197.00,    87.56
167.865,          ,  -2.66,  -1.15,  -7.45,   -17.06,  -197.00,    87.56
167.870,          ,  -3.42,  -2.56,  -3.59,   -39.44,  -199.38,    96.25
167.875,          ,  -3.42,  -2.56,  -3.59,   -39.44,  -199.38,    96.25
167.880,          ,  -1.76,  -2.00,   0.60,   -73.50,  -183.75,   109.00
167.890,          ,  -0.95,  -1.50,  -0.77,  -100.44,  -157.31,   115.69
167.895,          ,  -0.95,  -1.50,  -0.77,  -100.44,  -157.31,   115.69
167.900,          ,  -1.34,  -0.59,   0.71,  -101.62,  -155.06,   110.25
167.905,          ,  -1.34,  -0.59,   0.71,  -101.62,  -155.06,   110.25
167.910,          ,  -1.37,   0.02,   2.76,   -86.06,  -169.06,   102.62
167.915,          ,  -1.37,   0.02,   2.76,   -76.69,  -169.94,    98.94
167.920,          ,  -3.12,  -0.83,   0.12,   -76.69,  -169.94,    98.94
167.930,          ,  -4.13,  -0.68,   0.92,   -64.12,  -181.88,    95.88
167.935,          ,  -4.13,  -0.68,   0.92,   -64.12,  -181.88,    95.88
167.940,          ,  -3.13,  -0.58,   1.68,   -53.69,  -214.00,    90.56
167.945,          ,  -3.13,  -0.58,   1.68,   -42.62,  -227.00,    81.94
167.955,          ,  -1.21,  -0.96,   2.60,   -42.62,  -227.00,    81.94
167.960,          ,   3.16,   0.52,   0.22,   -35.69,  -229.12,    71.38
167.965,          ,   3.16,   0.52,   0.22,   -35.69,  -229.12,    71.38
167.970,          ,   4.25,   0.24,   0.63,   -28.31,  -235.75,    61.19
167.975,          ,   4.25,   0.24,   0.63,   -28.31,  -235.75,    61.19
167.980,          ,   3.55,   0.54,   3.45,   -20.12,  -233.50,    56.75
167.985,          ,   3.55,   0.54,   3.45,   -18.44,  -242.31,    54.31
167.995,          ,   1.74,   0.97,   6.73,   -18.44,  -242.31,    54.31
168.000,          ,   1.09,  -3.85,  -5.31,   -51.12,  -204.62,    58.94
168.020,          ,   1.09,  -3.85,  -5.31,   -51.12,  -204.62,    58.94
168.025,          ,   3.01,  -2.95, -17.63,   -91.25,  -122.56,    81.62
168.030,          ,  -4.31,  -0.71, -14.67,  -123.69,   -90.38,    81.69
168.035,          ,  -4.31,  -0.71, -14.67,  -123.69,   -90.38,    81.69
168.040,          , -12.04,  -5.63, -21.21,  -117.38,     1.19,    67.62
168.050,          , -12.09, -16.94, -30.02,   -84.25,   -22.25,    41.50
168.055,          , -12.09, -16.94, -30.02,   -84.25,   -22.25,    41.50
168.060,          ,  -8.40, -25.57, -25.81,   -19.31,   -91.88,     7.12
168.065,          ,  -8.40, -25.57, -25.81,   -19.31,   -91.88,     7.12
168.070,          ,  -6.35, -26.00, -25.29,    25.50,   -28.44,   -21.06
168.075,          ,  -6.35, -26.00, -25.29,    25.50,   -28.44,   -21.06
168.080,          ,  -6.15, -21.10, -22.15,    74.06,    -6.31,   -36.50
168.090,          ,  -1.93, -17.75, -20.29,    95.38,   -52.94,   -51.00
