Start 5h:51m:20s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
123.300,          ,  12.62,   0.22,   0.13,    -3.81,    94.12,    -1.31
123.305,          ,  11.59,   0.71,  -0.70,    -3.00,    76.69,    -1.38
123.310,          ,  11.59,   0.71,  -0.70,    -3.00,    76.69,    -1.38
123.315,          ,  11.05,   1.09,  -1.04,    -5.19,    68.56,    -1.31
123.320,          ,  11.05,   1.09,  -1.04,    -9.06,    73.12,    -0.25
123.325,          ,   8.98,   1.31,  -1.03,    -9.06,    73.12,    -0.25
123.330,          ,   8.98,   1.31,  -1.03,   -12.12,    46.12,    -1.31
123.335,          ,   7.02,   1.62,  -0.99,   -12.12,    46.12,    -1.31
123.340,          ,   8.94,   2.70,  -1.33,   -16.69,     6.00,    -4.00
123.345,          ,   8.94,   2.70,  -1.33,   -16.69,     6.00,    -4.00
123.350,          ,   9.08,   2.61,  -1.99,   -18.88,     2.44,    -5.00
123.355,          ,   9.08,   2.61,  -1.99,   -18.88,     2.44,    -5.00
123.360,          ,   8.24,   2.42,  -1.83,   -12.94,    -0.06,    -6.06
123.370,          ,   8.24,   2.42,  -1.83,   -12.94,    -0.06,    -6.06
123.375,          ,   7.77,   2.10,  -1.39,    -6.56,   -25.50,   -10.12
123.380,          ,   7.77,   2.10,  -1.39,    -6.56,   -25.50,   -10.12
123.385,          ,   9.99,   0.79,  -0.77,     0.38,   -48.25,   -14.81
123.390,          ,   9.99,   0.79,  -0.77,     9.38,   -38.62,   -18.06
123.395,          ,  10.24,   0.85,  -0.78,     9.38,   -38.62,   -18.06
123.400,          ,  10.24,   0.85,  -0.78,    14.50,   -30.56,   -18.00
123.405,          ,   9.69,   0.44,  -0.88,    14.50,   -30.56,   -18.00
123.410,          ,   9.69,   0.44,  -0.88,    18.31,   -37.94,   -18.00
123.415,          ,   9.76,  -0.27,  -0.43,    18.31,   -37.94,   -18.00
123.420,          ,  10.32,  -0.94,   0.70,    19.75,   -27.62,   -17.06
123.445,          ,  10.32,  -0.94,   0.70,    19.75,   -27.62,   -17.06
123.450,          ,   9.33,  -0.93,   0.76,    14.19,     5.56,    -9.75
123.455,          ,   9.06,  -0.75,   0.82,    10.81,    11.06,    -4.50
123.460,          ,   9.06,  -0.75,   0.82,    10.81,    11.06,    -4.50
123.465,          ,   8.61,  -0.32,   0.93,     7.44,    13.06,    -0.38
123.470,          ,   8.61,  -0.32,   0.93,     4.56,    11.81,     3.19
123.475,          ,   8.30,  -0.42,   0.86,     4.56,    11.81,     3.19
123.480,          ,   8.30,  -0.42,   0.86,     5.12,     4.25,     6.69
123.485,          ,   7.85,  -0.61,   0.87,     5.12,     4.25,     6.69
123.490,          ,   7.43,  -0.74,   0.85,     8.75,    -6.19,     9.94
123.495,          ,   7.43,  -0.74,   0.85,     8.75,    -6.19,     9.94
123.500,          ,   7.88,  -0.30,   0.77,    12.50,   -20.00,    14.88
123.505,          ,   7.88,  -0.30,   0.77,    12.50,   -20.00,    14.88
123.510,          ,   8.17,   0.50,   1.31,    16.31,   -35.50,    21.56
123.520,          ,   8.17,   0.50,   1.31,    16.31,   -35.50,    21.56
123.525,          ,   7.66,   1.07,   1.96,    17.62,   -34.69,    25.69
123.530,          ,   7.66,   1.07,   1.96,    17.62,   -34.69,    25.69
123.535,          ,   4.80,   0.37,   1.64,    18.00,   -19.88,    23.19
123.540,          ,   4.80,   0.37,   1.64,    18.38,   -19.19,    17.56
123.545,          ,   4.59,   0.09,   1.46,    18.38,   -19.19,    17.56
123.550,          ,   4.59,   0.09,   1.46,    18.38,   -19.19,    17.56
123.555,          ,   4.99,  -0.17,   1.48,    17.62,   -29.94,    13.31
123.560,          ,   4.99,  -0.17,   1.48,    18.50,   -32.50,    12.12
123.565,          ,   5.47,  -0.11,   1.36,    18.50,   -32.50,    12.12
123.570,          ,   6.08,   0.73,   1.06,    20.50,   -34.12,    13.38
123.575,          ,   6.08,   0.73,   1.06,    20.50,   -34.12,    13.38
123.585,          ,   6.13,   1.04,   1.10,    21.81,   -37.62,    16.12
123.590,          ,   6.13,   1.04,   1.10,    21.81,   -37.62,    16.12
123.605,          ,   6.11,   1.10,   1.27,    23.00,   -41.06,    17.50
123.610,          ,   6.88,   1.21,   2.38,    25.12,   -51.94,    14.12
123.620,          ,   6.88,   1.21,   2.38,    25.12,   -51.94,    14.12
123.625,          ,   7.25,   1.18,   2.68,    24.75,   -52.88,    11.81
123.630,          ,   7.25,   1.18,   2.68,    24.75,   -52.88,    11.81
123.635,          ,   7.56,   1.17,   2.66,    25.00,   -47.12,     9.75
123.640,          ,   7.56,   1.17,   2.66,    25.00,   -47.12,     9.75
123.645,          ,   8.26,   0.87,   1.73,    27.06,   -39.19,    10.12
123.650,          ,   8.26,   0.87,   1.73,    27.06,   -39.19,    10.12
123.655,          ,   8.37,   0.79,   1.52,    32.69,   -25.38,    11.50
123.660,          ,   8.37,   0.79,   1.52,    32.69,   -25.38,    11.50
123.665,          ,   8.17,   0.62,   1.99,    32.25,   -19.25,     9.88
123.670,          ,   8.17,   0.62,   1.99,    30.31,   -24.56,     8.31
123.675,          ,   8.49,   0.45,   2.73,    30.31,   -24.56,     8.31
123.680,          ,   8.94,   0.29,   3.14,    29.56,   -25.81,     8.50
123.690,          ,   8.94,   0.29,   3.14,    29.56,   -25.81,     8.50
123.695,          ,   9.98,   0.41,   2.64,    31.12,   -26.00,     9.75
123.700,          ,   9.98,   0.41,   2.64,    31.12,   -26.00,     9.75
123.705,          ,  10.37,   0.57,   2.50,    32.19,   -18.69,    10.81
123.710,          ,  10.37,   0.57,   2.50,    32.19,   -18.69,    10.81
123.715,          ,  10.30,   0.70,   2.45,    31.94,    -5.50,    12.06
123.720,          ,  10.30,   0.70,   2.45,    31.31,     1.00,    13.25
123.725,          ,  10.43,   0.96,   2.46,    31.31,     1.00,    13.25
123.730,          ,  10.43,   0.96,   2.46,    27.69,     6.88,    14.06
123.735,          ,  11.08,   1.45,   2.70,    27.69,     6.88,    14.06
123.740,          ,  11.42,   1.37,   2.84,    21.06,    12.75,    14.44
123.745,          ,  11.42,   1.37,   2.84,    21.06,    12.75,    14.44
123.750,          ,  11.74,   1.31,   3.04,    13.81,    16.56,    14.94
123.770,          ,  11.74,   1.31,   3.04,    13.81,    16.56,    14.94
123.775,          ,  12.01,   1.21,   3.23,     4.94,    21.00,    14.69
123.780,          ,  12.14,   1.04,   3.38,     4.62,    20.56,    13.50
123.790,          ,  12.14,   1.04,   3.38,     4.62,    20.56,    13.50
123.795,          ,  11.98,   0.64,   3.49,     6.25,    17.38,    12.00
123.800,          ,  11.98,   0.64,   3.49,     6.25,    17.38,    12.00
123.805,          ,  15.21,  -0.59,   3.76,     8.06,    -1.38,    10.38
123.810,          ,  15.21,  -0.59,   3.76,     8.06,    -1.38,    10.38
123.815,          ,  14.48,  -0.52,   3.52,    11.81,    12.44,    10.25
123.820,          ,  14.48,  -0.52,   3.52,     8.94,    10.56,     9.62
123.825,          ,  15.59,  -1.10,   2.92,     8.94,    10.56,     9.62
123.830,          ,  15.59,  -1.10,   2.92,     4.62,    23.62,    11.44
123.835,          ,  17.30,  -0.94,   3.41,     4.62,    23.62,    11.44
123.840,          ,  16.04,  -0.58,   2.43,    -1.69,    60.62,    14.50
123.845,          ,  16.04,  -0.58,   2.43,    -1.69,    60.62,    14.50
123.850,          ,  15.78,  -0.24,   2.09,    -5.44,    83.50,    17.31
123.855,          ,  15.78,  -0.24,   2.09,    -5.44,    83.50,    17.31
123.860,          ,  14.18,  -0.06,   0.86,    -9.38,   121.31,    19.56
123.870,          ,  14.18,  -0.06,   0.86,    -9.38,   121.31,    19.56
123.875,          ,  12.95,   0.11,  -0.24,   -11.19,   130.81,    20.25
123.880,          ,  12.95,   0.11,  -0.24,   -11.19,   130.81,    20.25
123.885,          ,  11.14,  -0.01,  -1.97,   -12.38,   120.19,    19.69
123.890,          ,  11.14,  -0.01,  -1.97,    -9.50,   102.00,    18.81
123.895,          ,   9.22,  -0.50,  -2.74,    -9.50,   102.00,    18.81
123.900,          ,   9.22,  -0.50,  -2.74,    -9.50,   102.00,    18.81
123.905,          ,   7.49,  -1.05,  -3.38,    -1.44,    59.19,    16.62
123.910,          ,   7.49,  -1.05,  -3.38,    -1.44,    59.19,    16.62
123.930,          ,   7.59,  -1.42,  -3.35,    10.44,     3.94,    13.00
123.935,          ,   7.54,  -1.79,  -3.30,    20.69,   -47.38,     6.94
123.940,          ,   7.54,  -1.79,  -3.30,    22.62,   -62.75,     4.44
123.945,          ,   7.56,  -1.68,  -2.94,    22.62,   -62.75,     4.44
123.950,          ,   7.56,  -1.68,  -2.94,    22.62,   -62.75,     4.44
123.955,          ,   8.43,  -1.27,  -1.86,    23.44,   -72.88,     1.81
123.960,          ,   8.43,  -1.27,  -1.86,    23.44,   -72.88,     1.81
123.965,          ,   9.85,  -0.16,   0.48,    17.81,   -60.25,    -1.00
123.970,          ,   9.85,  -0.16,   0.48,     8.62,   -34.50,    -3.19
123.975,          ,   9.69,   0.22,   1.06,     8.62,   -34.50,    -3.19
123.980,          ,   9.69,   0.22,   1.06,     0.06,   -12.94,    -4.81
123.985,          ,   9.62,   0.49,   1.34,     0.06,   -12.94,    -4.81
123.990,          ,   9.99,   0.79,   1.49,    -5.94,     4.81,    -5.62
123.995,          ,   9.99,   0.79,   1.49,    -5.94,     4.81,    -5.62
124.000,          ,   9.72,   0.93,   1.20,    -9.50,    23.31,    -6.19
124.005,          ,   9.72,   0.93,   1.20,    -9.50,    23.31,    -6.19
124.010,          ,   8.80,   0.66,   1.20,   -11.31,    30.12,    -7.62
124.020,          ,   8.80,   0.66,   1.20,   -11.31,    30.12,    -7.62
124.025,          ,   8.09,   0.27,   1.40,   -12.56,    21.69,   -10.62
124.030,          ,   8.09,   0.27,   1.40,   -14.69,     8.00,   -14.31
124.035,          ,   8.09,  -0.23,   1.59,   -14.69,     8.00,   -14.31
124.040,          ,   8.09,  -0.23,   1.59,   -16.00,    -3.75,   -16.75
124.045,          ,   8.48,  -0.32,   1.54,   -16.00,    -3.75,   -16.75
124.050,          ,   8.48,  -0.32,   1.54,   -16.00,    -3.75,   -16.75
124.055,          ,   9.38,  -0.48,   0.93,   -13.81,    -5.88,   -16.81
124.060,          ,   9.38,  -0.48,   0.93,   -14.56,    10.94,   -16.38
124.065,          ,   8.54,  -0.39,   0.58,   -14.56,    10.94,   -16.38
124.070,          ,   8.54,  -0.39,   0.58,   -21.31,    12.19,   -20.19
124.090,          ,   7.08,  -0.69,   1.22,   -21.31,    12.19,   -20.19
124.095,          ,   7.71,  -0.46,   2.76,   -27.69,    -0.31,   -22.19
124.100,          ,   7.71,  -0.46,   2.76,   -31.31,     1.25,   -19.31
124.105,          ,   8.27,  -0.35,   2.96,   -31.31,     1.25,   -19.31
124.110,          ,   7.51,  -0.02,   1.27,   -36.50,    16.62,   -16.62
124.115,          ,   7.51,  -0.02,   1.27,   -36.50,    16.62,   -16.62
124.120,          ,   7.00,  -0.13,   1.28,   -42.12,    19.12,   -15.75
124.125,          ,   7.00,  -0.13,   1.28,   -42.12,    19.12,   -15.75
124.135,          ,   7.09,  -0.22,   1.58,   -45.19,    12.81,   -15.38
124.140,          ,   7.09,  -0.22,   1.58,   -45.88,    17.44,   -14.94
124.145,          ,   6.90,  -0.27,   1.41,   -45.88,    17.44,   -14.94
124.150,          ,   6.90,  -0.27,   1.41,   -45.88,    17.44,   -14.94
124.155,          ,   6.45,  -0.35,   1.02,   -42.69,    15.06,   -15.50
124.160,          ,   6.45,  -0.35,   1.02,   -42.69,    15.06,   -15.50
124.165,          ,   6.37,  -0.60,   1.23,   -38.56,     6.88,   -16.12
124.170,          ,   6.47,  -1.01,   1.59,   -36.88,    -2.81,   -16.50
124.175,          ,   6.47,  -1.01,   1.59,   -36.88,    -2.81,   -16.50
124.180,          ,   6.58,  -1.40,   1.69,   -37.31,    -7.12,   -16.31
124.190,          ,   6.58,  -1.40,   1.69,   -37.31,    -7.12,   -16.31
124.195,          ,   6.78,  -1.72,   2.08,   -36.50,    -9.12,   -15.88
124.200,          ,   6.78,  -1.72,   2.08,   -36.50,    -9.12,   -15.88
124.205,          ,   6.95,  -1.74,   2.37,   -34.06,    -9.94,   -15.56
124.210,          ,   6.95,  -1.74,   2.37,   -31.75,    -9.06,   -15.12
124.215,          ,   7.24,  -1.62,   2.75,   -31.75,    -9.06,   -15.12
124.220,          ,   7.24,  -1.62,   2.75,   -29.69,    -5.56,   -15.12
124.225,          ,   7.70,  -1.49,   3.15,   -29.69,    -5.56,   -15.12
124.230,          ,   8.32,  -1.31,   3.18,   -29.44,     1.50,   -15.12
124.235,          ,   8.32,  -1.31,   3.18,   -29.44,     1.50,   -15.12
124.255,          ,   8.46,  -1.12,   2.85,   -30.31,     8.50,   -16.00
124.260,          ,   8.31,  -0.77,   2.85,   -32.25,    11.56,   -17.69
124.265,          ,   8.43,  -0.40,   2.81,   -32.25,    11.56,   -17.69
124.270,          ,   8.59,  -0.20,   2.33,   -33.06,    18.56,   -19.00
124.275,          ,   8.59,  -0.20,   2.33,   -33.06,    18.56,   -19.00
124.285,          ,   8.59,  -0.24,   2.37,   -33.62,    20.75,   -19.44
124.290,          ,   8.59,  -0.24,   2.37,   -33.12,    18.25,   -19.31
124.295,          ,   8.79,  -0.31,   2.45,   -33.12,    18.25,   -19.31
124.300,          ,   8.79,  -0.31,   2.45,   -33.50,    16.00,   -18.38
124.305,          ,   9.73,  -0.94,   2.55,   -33.50,    16.00,   -18.38
124.310,          ,   9.73,  -0.94,   2.55,   -32.81,    16.38,   -16.19
124.315,          ,  10.05,  -1.32,   2.50,   -32.81,    16.38,   -16.19
124.320,          ,  10.05,  -1.32,   2.50,   -30.94,    18.69,   -13.00
124.325,          ,  10.27,  -1.54,   2.64,   -30.94,    18.69,   -13.00
124.330,          ,  10.28,  -1.55,   2.93,   -29.00,    20.44,   -11.94
124.335,          ,  10.28,  -1.55,   2.93,   -29.00,    20.44,   -11.94
124.340,          ,  10.41,  -1.50,   3.59,   -26.94,    17.00,   -12.06
124.345,          ,  10.41,  -1.50,   3.59,   -26.94,    17.00,   -12.06
124.350,          ,  10.72,  -1.80,   3.90,   -23.06,    12.31,   -13.12
124.355,          ,  10.72,  -1.80,   3.90,   -23.06,    12.31,   -13.12
124.360,          ,  10.95,  -2.06,   4.34,   -17.25,    11.88,   -14.12
124.365,          ,  10.95,  -2.06,   4.34,   -17.25,    11.88,   -14.12
124.375,          ,  10.62,  -2.08,   4.72,   -11.94,     2.00,   -16.31
124.380,          ,  10.62,  -2.08,   4.72,    -8.88,   -12.25,   -20.62
124.385,          ,  17.36,  -1.29,   5.21,    -8.88,   -12.25,   -20.62
124.390,          ,  17.36,  -1.29,   5.21,   -14.69,    46.31,   -15.75
124.395,          ,  14.80,  -1.35,   3.26,   -14.69,    46.31,   -15.75
124.415,          ,  14.80,  -1.35,   3.26,    -8.81,    57.81,   -12.69
124.420,          ,  13.63,  -0.26,   3.33,    -3.31,    48.44,   -11.62
124.425,          ,  14.46,   0.71,   2.20,    -3.31,    48.44,   -11.62
124.430,          ,  14.46,   0.71,   2.20,    -0.06,    58.50,    -9.88
124.435,          ,  12.59,   0.55,   0.43,    -0.06,    58.50,    -9.88
124.440,          ,  10.96,   0.10,  -0.13,     0.69,    42.56,    -8.06
124.445,          ,  10.96,   0.10,  -0.13,     0.69,    42.56,    -8.06
124.450,          ,  10.90,   0.07,   0.42,     1.94,    13.88,    -7.25
124.455,          ,  10.90,   0.07,   0.42,     1.94,    13.88,    -7.25
124.460,          ,   9.35,   1.50,  -1.79,    -0.88,    13.12,    -2.62
124.465,          ,   9.35,   1.50,  -1.79,    -0.88,    13.12,    -2.62
124.470,          ,   8.15,   2.19,  -1.97,    -6.12,     4.19,    -1.12
124.475,          ,   8.15,   2.19,  -1.97,    -6.12,     4.19,    -1.12
124.480,          ,   8.51,   2.55,  -0.78,    -9.94,   -20.75,    -3.69
124.485,          ,   8.51,   2.55,  -0.78,    -9.94,   -20.75,    -3.69
124.495,          ,   8.68,   2.75,  -0.68,    -9.88,   -21.62,    -4.62
124.500,          ,   8.68,   2.75,  -0.68,    -9.88,   -21.62,    -4.62
124.505,          ,   8.87,   2.04,   0.13,    -6.56,   -32.81,    -5.75
124.510,          ,   8.87,   2.04,   0.13,    -6.56,   -32.81,    -5.75
124.515,          ,  10.11,   1.49,   0.60,     2.88,   -45.12,    -7.62
124.520,          ,  10.11,   1.49,   0.60,    12.50,   -31.06,    -8.31
124.525,          ,  10.26,   0.92,   0.60,    12.50,   -31.06,    -8.31
124.530,          ,   9.63,  -0.17,   0.80,    20.44,   -19.75,    -9.50
124.535,          ,   9.63,  -0.17,   0.80,    20.44,   -19.75,    -9.50
124.540,          ,   9.77,  -0.58,   0.86,    27.19,   -17.00,   -11.44
124.545,          ,   9.77,  -0.58,   0.86,    27.19,   -17.00,   -11.44
124.555,          ,   9.81,  -0.94,   0.89,    32.44,   -14.25,   -12.06
124.560,          ,   9.81,  -0.94,   0.89,    32.44,   -14.25,   -12.06
124.575,          ,   9.57,  -1.14,   1.17,    36.81,   -14.38,   -10.81
124.580,          ,   9.39,  -0.10,   1.69,    34.12,   -26.50,    -2.94
124.585,          ,   9.39,  -0.10,   1.69,    34.12,   -26.50,    -2.94
124.595,          ,   9.03,   0.39,   1.66,    30.69,   -27.50,     1.19
124.600,          ,   9.03,   0.39,   1.66,    30.69,   -27.50,     1.19
124.605,          ,   8.67,   0.75,   1.65,    29.31,   -31.19,     2.94
124.610,          ,   8.67,   0.75,   1.65,    29.31,   -31.19,     2.94
124.615,          ,   8.53,   0.85,   1.70,    28.81,   -34.31,     2.94
124.620,          ,   8.53,   0.85,   1.70,    30.12,   -31.75,     3.12
124.625,          ,   8.36,   0.76,   1.67,    30.12,   -31.75,     3.12
124.630,          ,   8.01,   0.68,   1.66,    32.31,   -25.19,     4.06
124.635,          ,   8.01,   0.68,   1.66,    32.31,   -25.19,     4.06
124.640,          ,   7.53,   0.53,   1.67,    34.38,   -20.06,     4.81
124.650,          ,   7.53,   0.53,   1.67,    34.38,   -20.06,     4.81
124.655,          ,   7.18,   0.43,   1.73,    35.75,   -20.12,     4.88
124.660,          ,   7.18,   0.43,   1.73,    35.75,   -20.12,     4.88
124.665,          ,   6.98,   0.41,   1.88,    36.75,   -20.38,     5.62
124.670,          ,   6.98,   0.41,   1.88,    38.19,   -19.88,     6.75
124.675,          ,   6.97,   0.48,   1.97,    38.19,   -19.88,     6.75
124.680,          ,   6.97,   0.48,   1.97,    39.50,   -12.12,     7.56
124.685,          ,   6.86,   0.56,   1.64,    39.50,   -12.12,     7.56
124.690,          ,   6.19,   0.68,   1.44,    40.44,    -7.62,     8.00
124.695,          ,   6.19,   0.68,   1.44,    40.44,    -7.62,     8.00
124.700,          ,   6.10,   0.69,   1.58,    41.69,   -11.31,     8.00
124.705,          ,   6.10,   0.69,   1.58,    41.69,   -11.31,     8.00
124.710,          ,   6.12,   0.78,   1.80,    42.50,   -15.75,     8.50
124.715,          ,   6.12,   0.78,   1.80,    42.50,   -15.75,     8.50
124.720,          ,   6.29,   0.90,   2.03,    42.00,   -17.94,     9.94
124.740,          ,   6.29,   0.90,   2.03,    42.00,   -17.94,     9.94
124.745,          ,   6.53,   1.35,   2.15,    37.38,   -12.38,    13.06
124.750,          ,   6.60,   1.38,   2.26,    35.56,   -12.19,    14.62
124.755,          ,   6.60,   1.38,   2.26,    35.56,   -12.19,    14.62
124.760,          ,   6.78,   1.42,   2.35,    34.56,   -13.62,    15.31
124.765,          ,   6.78,   1.42,   2.35,    34.56,   -13.62,    15.31
124.775,          ,   7.50,   1.35,   2.50,    33.75,   -12.94,    15.25
124.780,          ,   7.50,   1.35,   2.50,    33.69,    -9.38,    15.44
124.785,          ,   7.72,   1.43,   2.57,    33.69,    -9.38,    15.44
124.790,          ,   7.72,   1.43,   2.57,    34.25,    -6.00,    15.56
124.795,          ,   7.78,   1.51,   2.64,    34.25,    -6.00,    15.56
124.800,          ,   7.78,   1.51,   2.64,    35.50,    -4.38,    15.31
124.805,          ,   7.75,   1.40,   2.74,    35.50,    -4.38,    15.31
124.810,          ,   7.75,   1.40,   2.74,    36.81,    -6.50,    14.75
124.815,          ,   8.17,   1.29,   2.64,    36.81,    -6.50,    14.75
124.820,          ,   8.73,   1.24,   2.59,    38.69,    -8.06,    14.12
124.825,          ,   8.73,   1.24,   2.59,    38.69,    -8.06,    14.12
124.830,          ,   8.98,   1.29,   2.72,    40.69,    -3.12,    13.50
124.835,          ,   8.98,   1.29,   2.72,    40.69,    -3.12,    13.50
124.840,          ,   8.94,   1.33,   3.16,    39.88,     0.31,    11.75
124.845,          ,   8.94,   1.33,   3.16,    39.88,     0.31,    11.75
124.850,          ,   9.51,   1.35,   3.14,    34.75,    -4.06,    10.06
124.855,          ,   9.51,   1.35,   3.14,    34.75,    -4.06,    10.06
124.860,          ,  10.38,   1.47,   3.22,    27.19,    -6.88,    10.19
124.870,          ,  10.38,   1.47,   3.22,    27.19,    -6.88,    10.19
124.875,          ,  11.56,   1.54,   2.97,    20.19,    -2.19,    14.00
124.880,          ,  11.56,   1.54,   2.97,    17.75,    16.69,    20.56
124.900,          ,  11.47,   1.79,   1.90,    17.75,    16.69,    20.56
124.905,          ,  10.66,   1.77,   3.38,    14.50,    26.50,    22.44
124.910,          ,  10.78,   1.51,   4.16,    13.31,    15.88,    20.88
124.915,          ,  10.78,   1.51,   4.16,    13.31,    15.88,    20.88
124.920,          ,  15.19,   0.74,   4.98,    11.25,    -4.06,    19.56
124.930,          ,  15.19,   0.74,   4.98,    10.44,    31.25,    21.75
124.935,          ,  13.69,   0.56,   3.79,    10.44,    31.25,    21.75
124.940,          ,  13.84,  -0.09,   3.31,     5.56,    40.38,    21.00
124.945,          ,  13.84,  -0.09,   3.31,     5.56,    40.38,    21.00
124.950,          ,  15.85,  -0.17,   3.72,     3.50,    32.38,    20.88
124.955,          ,  15.85,  -0.17,   3.72,     3.50,    32.38,    20.88
124.960,          ,  14.46,   0.28,   2.81,     1.06,    56.88,    20.88
124.965,          ,  14.46,   0.28,   2.81,     1.06,    56.88,    20.88
124.970,          ,  15.12,   0.40,   2.89,    -2.38,    47.31,    18.31
124.975,          ,  15.12,   0.40,   2.89,    -2.38,    47.31,    18.31
124.980,          ,  14.56,   0.62,   2.20,    -4.81,    44.12,    16.31
124.985,          ,  14.56,   0.62,   2.20,    -9.25,    38.56,    13.12
124.995,          ,  12.96,   0.64,   1.32,    -9.25,    38.56,    13.12
125.000,          ,  12.96,   0.64,   1.32,    -9.25,    38.56,    13.12
125.005,          ,  12.90,   0.38,   0.58,   -12.69,    11.94,    10.69
125.010,          ,  12.90,   0.38,   0.58,   -12.69,    11.94,    10.69
125.015,          ,  12.41,   0.32,  -0.16,   -14.56,     5.00,    10.56
125.020,          ,  10.89,   0.26,  -0.69,   -17.00,     9.56,    10.56
125.025,          ,  10.89,   0.26,  -0.69,   -17.00,     9.56,    10.56
125.030,          ,   7.81,  -0.45,  -0.59,   -17.81,    -5.00,     9.25
125.035,          ,   7.81,  -0.45,  -0.59,   -17.81,    -5.00,     9.25
125.040,          ,   7.84,  -1.06,  -0.53,   -16.62,   -35.69,     6.19
125.045,          ,   7.84,  -1.06,  -0.53,   -16.62,   -35.69,     6.19
125.065,          ,   7.75,  -1.59,  -0.98,   -14.50,   -49.50,     4.00
125.070,          ,   7.80,  -2.24,  -1.27,    -3.19,   -60.25,     0.75
125.075,          ,   7.80,  -2.24,  -1.27,    -3.19,   -60.25,     0.75
125.080,          ,   8.42,  -2.03,  -0.82,     2.19,   -65.81,    -1.44
125.085,          ,   8.42,  -2.03,  -0.82,     2.19,   -65.81,    -1.44
125.090,          ,   8.84,  -1.70,  -0.39,     4.88,   -61.50,    -2.81
125.095,          ,   8.84,  -1.70,  -0.39,     4.88,   -61.50,    -2.81
125.100,          ,   8.95,  -1.33,  -0.01,     4.38,   -51.12,    -3.00
125.105,          ,   8.95,  -1.33,  -0.01,     4.38,   -51.12,    -3.00
125.110,          ,   9.69,  -0.32,   1.07,     3.75,   -44.31,    -3.00
125.120,          ,   9.69,  -0.32,   1.07,     2.56,   -31.62,    -2.00
125.125,          ,  10.17,   0.24,   1.35,     2.56,   -31.62,    -2.00
125.130,          ,  10.17,   0.62,   1.48,     1.62,    -8.31,    -0.12
125.135,          ,  10.17,   0.62,   1.48,     1.62,    -8.31,    -0.12
125.140,          ,   9.81,   0.80,   1.60,     3.06,    13.44,     1.38
125.145,          ,   9.81,   0.80,   1.60,     3.06,    13.44,     1.38
125.150,          ,   8.91,   0.52,   1.58,     5.12,    28.12,     0.81
125.155,          ,   8.91,   0.52,   1.58,     5.12,    28.12,     0.81
125.160,          ,   8.40,   0.28,   1.51,     6.81,    37.38,    -1.75
125.165,          ,   8.40,   0.28,   1.51,     7.94,    39.44,    -5.19
125.175,          ,   8.01,   0.00,   1.33,     7.94,    39.44,    -5.19
125.180,          ,   8.01,   0.00,   1.33,     8.62,    34.38,    -8.69
125.185,          ,   7.61,  -0.28,   1.01,     8.62,    34.38,    -8.69
125.190,          ,   7.29,  -0.64,   0.82,     8.69,    21.00,   -11.75
125.195,          ,   7.29,  -0.64,   0.82,     8.69,    21.00,   -11.75
125.200,          ,   7.54,  -0.72,   0.99,     8.50,     3.31,   -13.06
125.205,          ,   7.54,  -0.72,   0.99,     8.50,     3.31,   -13.06
125.210,          ,   7.94,  -0.71,   1.35,     6.44,    -8.62,   -12.56
125.230,          ,   7.94,  -0.71,   1.35,     6.44,    -8.62,   -12.56
125.235,          ,   8.22,  -0.22,   1.72,    -6.50,    -4.12,    -8.50
125.240,          ,   7.95,  -0.01,   1.76,   -16.00,     2.69,    -6.44
125.245,          ,   7.95,  -0.01,   1.76,   -16.00,     2.69,    -6.44
125.250,          ,   7.76,   0.14,   1.87,   -24.62,     7.50,    -6.31
125.255,          ,   7.76,   0.14,   1.87,   -24.62,     7.50,    -6.31
125.260,          ,   7.46,   0.18,   2.00,   -31.31,    11.06,    -7.75
125.265,          ,   7.46,   0.18,   2.00,   -37.38,    12.06,    -9.12
125.270,          ,   7.35,  -0.03,   2.19,   -37.38,    12.06,    -9.12
125.280,          ,   7.35,  -0.03,   2.19,   -41.81,    15.19,    -9.69
125.285,          ,   7.78,  -0.32,   1.49,   -41.81,    15.19,    -9.69
125.290,          ,   7.51,  -0.49,   0.09,   -39.31,    27.12,    -8.44
125.295,          ,   7.51,  -0.49,   0.09,   -39.31,    27.12,    -8.44
125.300,          ,   6.02,  -0.63,   0.64,   -32.38,    26.00,   -11.62
125.305,          ,   6.02,  -0.63,   0.64,   -32.38,    26.00,   -11.62
125.310,          ,   6.52,  -0.79,   1.57,   -28.50,     4.06,   -17.50
125.315,          ,   6.52,  -0.79,   1.57,   -28.50,     4.06,   -17.50
125.320,          ,   6.74,  -1.05,   2.55,   -25.25,    -4.50,   -19.19
125.325,          ,   6.74,  -1.05,   2.55,   -25.25,    -4.50,   -19.19
125.330,          ,   7.18,  -1.25,   2.93,   -21.00,    -7.69,   -17.19
125.340,          ,   7.18,  -1.25,   2.93,   -16.50,    -1.56,   -14.44
125.345,          ,   7.51,  -1.37,   1.66,   -16.50,    -1.56,   -14.44
125.350,          ,   7.51,  -1.37,   1.66,   -16.50,    -1.56,   -14.44
125.355,          ,   7.21,  -1.51,   1.60,   -11.69,     5.38,   -13.44
125.360,          ,   7.21,  -1.51,   1.60,   -11.69,     5.38,   -13.44
